"","site","provenience","group.prov","site.prov","C14.mean","C14.sd","C14.cv","uncal.date.bp","lab.num","attribution","material","calib.curve"
"353","El Linar","Pit C, Level 3","Pit C, Level 3","El Linar Pit C, Level 3",15240,70,0.005,"15240±70",NA,"L Magdalenian",NA,"intcal13"
"354","El Linar","Pit C, Level 3","Pit C, Level 3","El Linar Pit C, Level 3",15420,70,0.005,"15420±70",NA,"L Magdalenian",NA,"intcal13"
"355","El Linar","Pit C, Level 3","Pit C, Level 3","El Linar Pit C, Level 3",15860,70,0.004,"15860±70",NA,"L Magdalenian",NA,"intcal13"
"356","El Linar","Pit C, Level 3 hearth","Pit C, Level 3 hearth","El Linar Pit C, Level 3 hearth",14040,60,0.004,"14040±60",NA,"M Magdalenian",NA,"intcal13"
"357","El Mazo","inner, SU-105","inner, SU-105","El Mazo inner, SU-105",7640,30,0.004,"7640±30",NA,"Asturian",NA,"intcal13"
"358","El Mazo","outer, SU-3","outer, SU-3","El Mazo outer, SU-3",6790,30,0.004,"6790±30",NA,"Asturian",NA,"intcal13"
"359","El Olivo","2b","2b","El Olivo 2b",13960,40,0.003,"13960±40","Beta-375569","M Magdalenian","charcoal","intcal13"
"360","El Pendo","II","II","El Pendo II",10800,200,0.019,"10800±200","OxA-952","U Magdalenian",NA,"intcal13"
"361","El Pendo","II","II","El Pendo II",12470,170,0.014,"12470±170","OxA-995","U Magdalenian",NA,"intcal13"
"362","El Pendo","II","II","El Pendo II",13050,150,0.011,"13050±150","OxA-976","U Magdalenian","antler","intcal13"
"363","El Pendo","II","II","El Pendo II",14830,170,0.011,"14830±170","OxA-977","Magdalenian",NA,"intcal13"
"364","El Pendo","VIII","VIII","El Pendo VIII",40500,1800,0.044,"40500±1800","GifA-95082","Châtel","bone (TL)","intcal13"
"365","El Perro","1.3","1.3","El Perro 1.3",9260,110,0.012,"9260±110","GrN-18116","Mesolithic","charcoal","intcal13"
"366","El Perro","2a/b","2a/b","El Perro 2a/b",10160,110,0.011,"10160±110","GrN-18115","Azilian","charcoal","intcal13"
"367","El Perro","2c","2c","El Perro 2c",12140,180,0.015,"12140±180","GrN-20962","Final Magdelenian/Azilian","charcoal","intcal13"
"368","El Quintanal","conchero","conchero","El Quintanal conchero",5750,1209,0.21,"5750±1209","EQI-1","?","AAR date","intcal13"
"369","El Toral","13A","13A","El Toral 13A",7000,40,0.006,"7000±40",NA,"Asturian",NA,"intcal13"
"370","El Toral","21","21","El Toral 21",7080,30,0.004,"7080±30",NA,"Asturian",NA,"intcal13"
"371","El Toralete","conchero","conchero","El Toralete conchero",7060,80,0.011,"7060±80","UBAR-777","Asturian","shell","marine13"
"372","El Toralete","conchero","conchero","El Toralete conchero",7680,50,0.007,"7680±50","UBAR-776","Asturian","shell","marine13"
"373","El Toralete","conchero","conchero","El Toralete conchero",7890,80,0.01,"7890±80","UBAR-780","Asturian","shell","marine13"
"374","El Truchiro Garma","conchero","conchero","El Truchiro Garma conchero",6470,70,0.011,"6470±70","TO-10912","Mesolithic","bone","intcal13"
"375","El Valle","GI/top","GI/top","El Valle GI/top",10120,280,0.028,"10120±280",NA,"Azilian",NA,"intcal13"
"376","El Valle","II/2-A1-A2 (G1C2, II.2)","II/2-A1-A2 (G1C2, II.2)","El Valle II/2-A1-A2 (G1C2, II.2)",11130,170,0.015,"11130±170","GX-24638","Azilian","charcoal","intcal13"
"377","El Valle","III/1-E-4 (GDSS,1)","III/1-E-4 (GDSS,1)","El Valle III/1-E-4 (GDSS,1)",11040,150,0.014,"11040±150","GX-23798","Azilian","charcoal","intcal13"
"378","El Valle","III/3-E3-D4-E4 (GDSS,1)","III/3-E3-D4-E4 (GDSS,1)","El Valle III/3-E3-D4-E4 (GDSS,1)",11050,150,0.014,"11050±150","GX-23799","Azilian","charcoal","intcal13"
"379","El Valle","superficie/E1","superficie/E1","El Valle superficie/E1",11820,480,0.041,"11820±480","GX-24639","Azilian","charcoal","intcal13"
"380","Entrecueva","conchero","conchero","Entrecueva conchero",10036,1489,0.148,"10036±1489","ENT-1","Azilian?","AAR date","intcal13"
"381","Entrefoces","B","B","Entrefoces B",14690,200,0.014,"14690±200","Ly-2937","L Magdalenian","bone","intcal13"
"382","Ermittia","III","III","Ermittia III",12525,115,0.009,"12525±115","UA-4517","Final Magdelenian/Azilian","bone","intcal13"
"383","Ermittia","III","III","Ermittia III",13035,95,0.007,"13035±95","UA-4520","Final Magdelenian/Azilian","charcoal","intcal13"
"384","Ermittia","III","III","Ermittia III",13525,125,0.009,"13525±125","UA-4516","U Magdalenian","charcoal?","intcal13"
"385","Ermittia","III","III","Ermittia III",13795,155,0.011,"13795±155","UA-4518","M Magdalenian",NA,"intcal13"
"386","Ermittia","III","III","Ermittia III",14900,165,0.011,"14900±165","UA-4519","L Magdalenian","bone","intcal13"
"387","Ermittia","III","III","Ermittia III",15420,145,0.009,"15420±145","UA-4244","L Magdalenian","bone","intcal13"
"388","Ermittia","V","V","Ermittia V",17725,165,0.009,"17725±165","UA-4521","Solutrean or Gravetian","bone","intcal13"
"389","Ermittia","V","V","Ermittia V",21182,295,0.014,"21182±295","UA-4522","Solutrean or Gravetian","bone","intcal13"
"390","Erralla","III","III","Erralla III",11990,140,0.012,"11990±140",NA,"U Magdalenian",NA,"intcal13"
"391","Erralla","III","III","Erralla III",12310,190,0.015,"12310±190","I-13439","U Magdalenian",NA,"intcal13"
"392","Erralla","IV","IV","Erralla IV",14570,300,0.021,"14570±300","I-10819","Magdalenian?",NA,"intcal13"
"393","Erralla","IV","IV","Erralla IV",15800,230,0.015,"15800±230","I-13728","Magdalenian?",NA,"intcal13"
"394","Erralla","V","V","Erralla V",10580,270,0.026,"10580±270","I-10803","L Magdalenian",NA,"intcal13"
"395","Erralla","V","V","Erralla V",15740,240,0.015,"15740±240","I-12540","L Magdalenian",NA,"intcal13"
"396","Erralla","V","V","Erralla V",16200,240,0.015,"16200±240","I-12551","L Magdalenian",NA,"intcal13"
"397","Erralla","V","V","Erralla V",16270,240,0.015,"16270±240","I-12868","L Magdalenian",NA,"intcal13"
"398","Espertín","2","2","Espertín 2",7790,120,0.015,"7790±120","Gif-10053","Mesolithic",NA,"intcal13"
"399","Fonfría","conchero","conchero","Fonfría conchero",5462,493,0.09,"5462±493","FON-1","post-Mesolithic","AAR date","intcal13"
"400","Fonfría","conchero","conchero","Fonfría conchero",7592,1350,0.178,"7592±1350","FON-2","post-Mesolithic?","AAR date","intcal13"
"401","Fonfría","D","D","Fonfría D",10219,979,0.096,"10219±979","FON-3","Azilian?","AAR date","intcal13"
"402","Fuente de Salín","2","2","Fuente de Salín 2",18200,70,0.004,"18200±70","GX-27757","late Perigordian/Gravetian?","pigment","intcal13"
"403","Fuente de Salín","2","2","Fuente de Salín 2",22340,510,0.023,"22340±510","GrN-18574","late Perigordian/Gravetian?","hearth","intcal13"
"404","Fuente de Salín","2","2","Fuente de Salín 2",22580,100,0.004,"22580±100","GX-27756","late Perigordian/Gravetian?","hearth","intcal13"
"405","Fuente de Salín","2","2","Fuente de Salín 2",23190,900,0.039,"23190±900","GX-29438","late Perigordian/Gravetian?","bone (surface)","intcal13"
"406","Fuente Hoz","III","III","Fuente Hoz III",7140,120,0.017,"7140±120","I-12778","Mesolithic",NA,"intcal13"
"407","Fuente Hoz","III","III","Fuente Hoz III",7840,130,0.017,"7840±130","I-12083","Mesolithic",NA,"intcal13"
"408","Fuente Hoz","III","III","Fuente Hoz III",7880,120,0.015,"7880±120","I-13496","Mesolithic",NA,"intcal13"
"409","Fuente Hoz","III","III","Fuente Hoz III",8120,240,0.03,"8120±240","I-12985","Mesolithic",NA,"intcal13"
"410","Herriko Barra","upper","upper","Herriko Barra upper",5730,110,0.019,"5730±110","I-15350","Meso/Neolithic",NA,"intcal13"
"411","Herriko Barra","upper","upper","Herriko Barra upper",5810,170,0.029,"5810±170","I-15351","Meso/Neolithic",NA,"intcal13"
"412","Herriko Barra","upper","upper","Herriko Barra upper",5960,95,0.016,"5960±95","UA-4820","Meso/Neolithic",NA,"intcal13"
"413","Herriko Barra","upper","upper","Herriko Barra upper",6010,90,0.015,"6010±90","UA-4821","Meso/Neolithic",NA,"intcal13"
"414","Horadada","conchero","conchero","Horadada conchero",7929,424,0.053,"7929±424","HOR-1","Mesolithic?","AAR date","intcal13"
"415","Hornos de la Peña","?","?","Hornos de la Peña ?",20700,350,0.017,"20700±350","BM-1883","Solutrean",NA,"intcal13"
"416","Hornos de la Peña","B","B","Hornos de la Peña B",18212,514,0.028,"18212±514","BM-1881","Solutrean","charcoal","intcal13"
"417","Hornos de la Peña","C","C","Hornos de la Peña C",19942,195,0.01,"19942±195","BM-1882","Solutrean","charcoal","intcal13"
"418","Hornos de la Peña","D","D","Hornos de la Peña D",20930,370,0.018,"20930±370","BM-1883R","Gravetian","charcoal","intcal13"
"419","Ilso de Hayas","sondeo IH-3","sondeo IH-3","Ilso de Hayas sondeo IH-3",8440,130,0.015,"8440±130","GrN-21231","Mesolithic","charcoal","intcal13"
"420","Jaizkibel 3","16 (conchero)","16 (conchero)","Jaizkibel 3 16 (conchero)",8190,100,0.012,"8190±100","GrN-27984","Mesolithic","charcoal","intcal13"
"421","Jaizkibel 3","16 (conchero)","16 (conchero)","Jaizkibel 3 16 (conchero)",8300,50,0.006,"8300±50","GrA-23733","Mesolithic","charcoal","intcal13"
"422","Jaizkibel 3","16 (conchero)","16 (conchero)","Jaizkibel 3 16 (conchero)",7780,130,0.017,"7780±130","GrN-28008","Mesolithic","shell","marine13"
"423","Juan de Covera","conchero","conchero","Juan de Covera conchero",10174,1753,0.172,"10174±1753","JDC-1","Azilian?","AAR date","intcal13"
"424","Juan de Covera","nivel negro","nivel negro","Juan de Covera nivel negro",13466,2365,0.176,"13466±2365","JDC-2","Mag/Azilian?","AAR date","intcal13"
"425","Kanpanoste Goikoa","III","III","Kanpanoste Goikoa III",6360,70,0.011,"6360±70","GrN-20214","Mesolithic?",NA,"intcal13"
"426","Kanpanoste Goikoa","III","III","Kanpanoste Goikoa III",6550,260,0.04,"6550±260","GrN-20289","Mesolithic?",NA,"intcal13"
"427","Kanpanoste Goikoa","III lower","III lower","Kanpanoste Goikoa III lower",7620,80,0.01,"7620±80","GrN-20215","Mesolithic",NA,"intcal13"
"428","Kanpanoste Goikoa","III lower","III lower","Kanpanoste Goikoa III lower",7860,330,0.042,"7860±330","GrN-20455","Mesolithic",NA,"intcal13"
"429","Kiputz IX","?","?","Kiputz IX ?",14360,130,0.009,"14360±130","Talba 25","L Magdalenian",NA,"intcal13"
"430","Kiputz IX","?","?","Kiputz IX ?",15590,50,0.003,"15590±50","Talba 29","L Magdalenian",NA,"intcal13"
"431","Kiputz IX","?","?","Kiputz IX ?",17420,200,0.011,"17420±200",NA,"Solutrean","charcoal?","intcal13"
"432","Kiputz IX","?","?","Kiputz IX ?",19870,50,0.003,"19870±50","Talba 39","L Magdalenian",NA,"intcal13"
"433","Kobeaga II","Amek-h","Amek-h","Kobeaga II Amek-h",6945,65,0.009,"6945±65",NA,NA,NA,"intcal13"
"434","Kobeaga II","Amek-h","Amek-h","Kobeaga II Amek-h",7690,270,0.035,"7690±270","GrN-27480","Mesolithic","charcoal","intcal13"
"435","Kobeaga II","Amek-h","Amek-h","Kobeaga II Amek-h",7790,70,0.009,"7790±70","UA-4286","Mesolithic","bone","intcal13"
"436","La Braña","Homo burial 1","Homo burial 1","La Braña Homo burial 1",7030,50,0.007,"7030±50",NA,"Mesolithic",NA,"intcal13"
"437","La Braña","Homo burial 2","Homo burial 2","La Braña Homo burial 2",6980,50,0.007,"6980±50",NA,"Mesolithic",NA,"intcal13"
"438","La Cabrera","conchero","conchero","La Cabrera conchero",5806,769,0.132,"5806±769","LCB-1","?","AAR date","intcal13"
"439","La Cabrera","conchero","conchero","La Cabrera conchero",9795,1494,0.153,"9795±1494","LCB-2","Mesolithic?","AAR date","intcal13"
"440","La Calvera","2","2","La Calvera 2",8640,50,0.006,"8640±50",NA,"Mesolithic",NA,"intcal13"
"441","La Calvera","3","3","La Calvera 3",9620,60,0.006,"9620±60","GrA-6994","Mesolithic","charcoal","intcal13"
"442","La Calvera","4","4","La Calvera 4",8950,80,0.009,"8950±80","GrA-6999","Azilian?","charcoal","intcal13"
"443","La Chora","conchero interior","conchero interior","La Chora conchero interior",6360,80,0.013,"6360±80","GrN-20961","Mesolithic","charcoal","intcal13"
"444","La Flecha","flowstone","flowstone","La Flecha flowstone",31640,890,0.028,"31640±890","SI-4460","post-Moust","CaCO3","intcal13"
"445","La Fragua","A4/1inferior","A4/1inferior","La Fragua A4/1inferior",7530,75,0.01,"7530±75","GrN-20965","Mesolithic","charcoal","intcal13"
"446","La Fragua","A4/1medio","A4/1medio","La Fragua A4/1medio",6860,60,0.009,"6860±60","GrN-20964","Mesolithic","charcoal","intcal13"
"447","La Fragua","A4/1superior","A4/1superior","La Fragua A4/1superior",6650,120,0.018,"6650±120","GrN-20963","Mesolithic","charcoal","intcal13"
"448","La Fragua","A4/3","A4/3","La Fragua A4/3",9600,140,0.015,"9600±140","GrN-20966","Azilian","charcoal","intcal13"
"449","La Fragua","B6/4","B6/4","La Fragua B6/4",12960,50,0.004,"12960±50","GrN-29440","final Mad/Azilian","charcoal","intcal13"
"450","La Garma A","?","?","La Garma A ?",13860,100,0.007,"13860±100","OxA-7181","M Magdalenian","?","intcal13"
"451","La Garma A","contact N-L","contact N-L","La Garma A contact N-L",12241,68,0.006,"12241±68","AA-45560","Final Magdelenian/Azilian",NA,"intcal13"
"452","La Garma A","E","E","La Garma A E",22200,170,0.008,"22200±170","TO-11697","Gravetian","bone","intcal13"
"453","La Garma A","ensemble IX bison","ensemble IX bison","La Garma A ensemble IX bison",13780,150,0.011,"13780±150","GifA-102581","LUP art","charcoal","intcal13"
"454","La Garma A","estrato 1","estrato 1","La Garma A estrato 1",8448,1987,0.235,"8448±1987","MAD-646","Mesolithic","carbonate","intcal13"
"455","La Garma A","estrato 1","estrato 1","La Garma A estrato 1",9165,1088,0.119,"9165±1088","MAD-436",NA,"carbonate","intcal13"
"456","La Garma A","estrato 2","estrato 2","La Garma A estrato 2",6870,50,0.007,"6870±50","OxA-7150","Mesolithic","bone","intcal13"
"457","La Garma A","estrato 2","estrato 2","La Garma A estrato 2",6920,50,0.007,"6920±50","OxA-6889","Mesolithic","bone","intcal13"
"458","La Garma A","estrato 2","estrato 2","La Garma A estrato 2",7685,65,0.008,"7685±65","OxA-7284","Mesolithic","bone","intcal13"
"459","La Garma A","estrato 2","estrato 2","La Garma A estrato 2",7710,90,0.012,"7710±90","OxA-7495","Mesolithic","bone","intcal13"
"460","La Garma A","estrato 2","estrato 2","La Garma A estrato 2",7985,65,0.008,"7985±65","UBAR-658","Mesolithic","shell","marine13"
"461","La Garma A","estrato 2","estrato 2","La Garma A estrato 2",8165,65,0.008,"8165±65","UBAR-656","Mesolithic","shell","marine13"
"462","La Garma A","estrato 2","estrato 2","La Garma A estrato 2",8175,65,0.008,"8175±65","UBAR-657","Mesolithic",NA,"intcal13"
"463","La Garma A","estrato 2","estrato 2","La Garma A estrato 2",8295,65,0.008,"8295±65","UBAR-655","Mesolithic","shell","marine13"
"464","La Garma A","estrato 2/3","estrato 2/3","La Garma A estrato 2/3",11002,1106,0.101,"11002±1106","MAD-644","Magdelenian/Azilianl?","carbonate","intcal13"
"465","La Garma A","estrato 2/3","estrato 2/3","La Garma A estrato 2/3",11636,5565,0.478,"11636±5565","MAD-643",NA,"carbonate","intcal13"
"466","La Garma A","estrato 5","estrato 5","La Garma A estrato 5",11470,150,0.013,"11470±150","OxA-8720","Magdelenian/Azilianl?","arpón","intcal13"
"467","La Garma A","F","F","La Garma A F",21650,790,0.036,"21650±790","AA-45566","Gravetian","bone","intcal13"
"468","La Garma A","N","N","La Garma A N",12420,180,0.014,"12420±180","AA-45558","Final Magdelenian/Azilian","bone","intcal13"
"469","La Garma A","N","N","La Garma A N",12427,62,0.005,"12427±62","AA-45578","Final Magdelenian/Azilian","charcoal","intcal13"
"470","La Garma A","O","O","La Garma A O",12070,100,0.008,"12070±100",NA,NA,NA,"intcal13"
"471","La Garma A","O","O","La Garma A O",13410,120,0.009,"13410±120","AA-45581","M Magdalenian","bone","intcal13"
"472","La Garma A","O","O","La Garma A O",13610,100,0.007,"13610±100","OxA-8722","M Magdalenian","bone","intcal13"
"473","La Garma A","O","O","La Garma A O",13810,160,0.012,"13810±160","AA-45585","M Magdalenian","bone","intcal13"
"474","La Garma A","O","O","La Garma A O",14050,110,0.008,"14050±110","OxA-8721","M Magdalenian","bone","intcal13"
"475","La Garma B","?","?","La Garma B ?",7165,65,0.009,"7165±65","OxA-7300","Mesolithic","human bone","intcal13"
"476","La Güelga","3c","3c","La Güelga 3c",13890,130,0.009,"13890±130","GrN-19611","L Magdalenian","charcoal","intcal13"
"477","La Güelga","3c","3c","La Güelga 3c",14020,130,0.009,"14020±130","GrN-17255","L Magdalenian","charcoal","intcal13"
"478","La Güelga","3c","3c","La Güelga 3c",14090,190,0.013,"14090±190","GrN-19610","L Magdalenian","charcoal","intcal13"
"479","La Güelga","3c","3c","La Güelga 3c",14170,130,0.009,"14170±130","GrN-19387","L Magdalenian","charcoal","intcal13"
"480","La Güelga","D interior/level 1","D interior/level 1","La Güelga D interior/level 1",32460,440,0.014,"32460±440","Beta-172343","Chatelperronian","charcoal","intcal13"
"481","La Güelga","D/level 2","D/level 2","La Güelga D/level 2",30210,340,0.011,"30210±340","Beta-172344","Chatelperronian","charcoal","intcal13"
"482","La Güelga","D/level 2","D/level 2","La Güelga D/level 2",40300,1200,0.03,"40300±1200","OxA-27958","Chatelperronian","bone","intcal13"
"483","La Güelga","D/level 3c/base","D/level 3c/base","La Güelga D/level 3c/base",14020,130,0.009,"14020±130","GrN-18255","L Magdalenian","charcoal","intcal13"
"484","La Güelga","D/level 4a","D/level 4a","La Güelga D/level 4a",29950,310,0.01,"29950±310","Beta-172345","Chatelperronian","bone","intcal13"
"485","La Güelga","lower black lev. int.","lower black lev. int.","La Güelga lower black lev. int.",32000,1600,0.05,"32000±1600","GrN-18256","Aurignacian","charcoal","intcal13"
"486","La Lloseta","A","A","La Lloseta A",15200,412,0.027,"15200±412","GaK-2549","L Magdalenian","charcoal","intcal13"
"487","La Lloseta","bed over level B","bed over level B","La Lloseta bed over level B",14293,1395,0.098,"14293±1395","LLO-2","U Magdalenian","AAR date","intcal13"
"488","La Lloseta","conchero","conchero","La Lloseta conchero",4594,680,0.148,"4594±680","GaK-2551","post-Asturian","charcoal","intcal13"
"489","La Lloseta","conchero","conchero","La Lloseta conchero",10506,309,0.029,"10506±309","GaK-2550","Azilian","charcoal","intcal13"
"490","La Lloseta","conchero, sample C","conchero, sample C","La Lloseta conchero, sample C",11256,2027,0.18,"11256±2027","LLO-1","Azilian?","AAR date","intcal13"
"491","La Lloseta","level B, sample A","level B, sample A","La Lloseta level B, sample A",15565,1523,0.098,"15565±1523","LLO-3","Magdalenian","AAR date","intcal13"
"492","La Lloseta","level C","level C","La Lloseta level C",15423,1140,0.074,"15423±1140","LLO-4","Magdalenian","AAR date","intcal13"
"493","La Lloseta","room 1, lower level","room 1, lower level","La Lloseta room 1, lower level",11830,50,0.004,"11830±50","Beta-170182","Azilian","bones-calcite","intcal13"
"494","La Lluera I","1","1","La Lluera I 1",10400,500,0.048,"10400±500",NA,"Azilian","charcoal","intcal13"
"495","La Lluera I","1 H8/H9 sc:2,3,5,6","1","La Lluera I 1",10280,230,0.022,"10280±230","Ly-2938","Azilian","bone","intcal13"
"496","La Paloma","?","?","La Paloma ?",10380,140,0.013,"10380±140",NA,"Final Magdelenian","charcoal?","intcal13"
"497","La Paloma","?","?","La Paloma ?",12750,130,0.01,"12750±130","OxA-975","U Magdalenian","antler","intcal13"
"498","La Paloma","4","4","La Paloma 4",10370,90,0.009,"10370±90",NA,"U Magdalenian","charcoal?","intcal13"
"499","La Paloma","4","4","La Paloma 4",11990,140,0.012,"11990±140","OxA-951","U Magdalenian","antler","intcal13"
"500","La Paloma","4","4","La Paloma 4",12500,140,0.011,"12500±140","OxA-950","U Magdalenian","antler","intcal13"
"501","La Paloma","4","4","La Paloma 4",12750,130,0.01,"12750±130","OxA-915","U Magdalenian","charcoal?","intcal13"
"502","La Paloma","4","4","La Paloma 4",12860,430,0.033,"12860±430","OxA-973","U Magdalenian","bone","intcal13"
"503","La Paloma","6","6","La Paloma 6",1036,170,0.164,"1036±170","Q-0659","M Magdalenian","charcoal?","intcal13"
"504","La Paloma","6","6","La Paloma 6",14600,160,0.011,"14600±160","OxA-974","M Magdalenian","charcoal?","intcal13"
"505","La Pasiega C","LUP art","LUP art","La Pasiega C LUP art",11990,170,0.014,"11990±170","GifA-98164","LUP art","charcoal","intcal13"
"506","La Pasiega C","LUP art","LUP art","La Pasiega C LUP art",12469,160,0.013,"12469±160","GifA-98165","LUP art","charcoal","intcal13"
"507","La Pasiega C","LUP art","LUP art","La Pasiega C LUP art",13730,130,0.009,"13730±130","GifA-98166","LUP art","charcoal","intcal13"
"508","La Pasiega C","LUP art","LUP art","La Pasiega C LUP art",13890,200,0.014,"13890±200","GifA-98169","LUP art","humic ibex 67","intcal13"
"509","La Pila","III.3","III.3","La Pila III.3",11700,70,0.006,"11700±70","Gif-8148","Azilian","bone","intcal13"
"510","La Pila","IV, III.4b; IV,2","IV, III.4b; IV,2","La Pila IV, III.4b; IV,2",12580,190,0.015,"12580±190","GifA-90033","U Magdalenian","bone","intcal13"
"511","La Pila","IV.2","IV.2","La Pila IV.2",12160,130,0.011,"12160±130","Gif-8147","U Magdalenian","bone","intcal13"
"512","La Pila","IV.2","IV.2","La Pila IV.2",12200,70,0.006,"12200±70",NA,"U Magdalenian",NA,"intcal13"
"513","La Pila","IV.4","IV.4","La Pila IV.4",12580,190,0.015,"12580±190","GrA-90033","U Magdalenian","bone","intcal13"
"514","La Riera","1","1","La Riera 1",19620,390,0.02,"19620±390","UCR-1270A","Gravetian?","bone","intcal13"
"515","La Riera","1","1","La Riera 1",20360,450,0.022,"20360±450","Ly-1783","Gravetian?","bone","intcal13"
"516","La Riera","1","1","La Riera 1",20860,410,0.02,"20860±410","BM-1739","Gravetian?","bone","intcal13"
"517","La Riera","10","10","La Riera 10",19820,390,0.02,"19820±390","GaK-6447","Upper Solutrean","charcoal","intcal13"
"518","La Riera","12","12","La Riera 12",17210,350,0.02,"17210±350","GaK-6446","Upper Solutrean","charcoal","intcal13"
"519","La Riera","14","14","La Riera 14",15690,310,0.02,"15690±310","UCR-1271A","Upper Solutrean","bone","intcal13"
"520","La Riera","14","14","La Riera 14",16810,105,0.006,"16810±105","Q-2927","Upper Solutrean","shell","marine13"
"521","La Riera","15","15","La Riera 15",15600,570,0.037,"15600±570","GaK-6449","Upper Solutrean","charcoal","intcal13"
"522","La Riera","15","15","La Riera 15",17225,350,0.02,"17225±350","UCR-1272A","Upper Solutrean","bone","intcal13"
"523","La Riera","16","16","La Riera 16",18200,610,0.034,"18200±610","GaK-6983","Upper Solutrean","charcoal","intcal13"
"524","La Riera","17","17","La Riera 17",15760,220,0.014,"15760±220","Q-2931","L Magdalenian","shell","marine13"
"525","La Riera","17","17","La Riera 17",16900,200,0.012,"16900±200","GaK-6445","Upper Solutrean","charcoal","intcal13"
"526","La Riera","17","17","La Riera 17",17070,230,0.013,"17070±230","GaK-6444","Upper Solutrean","charcoal","intcal13"
"527","La Riera","18","18","La Riera 18",15990,150,0.009,"15990±150","Q-2936","L Magdalenian","shell","marine13"
"528","La Riera","19","19","La Riera 19",15230,300,0.02,"15230±300","Q-2116","L Magdalenian","charcoal","intcal13"
"529","La Riera","19","19","La Riera 19",15520,350,0.023,"15520±350","Q-2010","L Magdalenian","charcoal","intcal13"
"530","La Riera","19","19","La Riera 19",16420,430,0.026,"16420±430","GaK-6448","L Magdalenian","charcoal","intcal13"
"531","La Riera","20","20","La Riera 20",9090,570,0.063,"9090±570","UCR-1273D","L Magdalenian","bone","intcal13"
"532","La Riera","20","20","La Riera 20",12360,670,0.054,"12360±670","Ly-1645","U Magdalenian","bone","intcal13"
"533","La Riera","20","20","La Riera 20",17160,440,0.026,"17160±440","GaK-6980","U Magdalenian","charcoal","intcal13"
"534","La Riera","21-23","21-23","La Riera 21-23",11880,75,0.006,"11880±75","Q-2926","Final Magdelenian/Azilian","shell","marine13"
"535","La Riera","21-23","21-23","La Riera 21-23",15120,40,0.003,"15120±40","UG-27526","L Magdalenian","bone","intcal13"
"536","La Riera","21/23","21-23","La Riera 21-23",13200,110,0.008,"13200±110","Q-2932","Final Magdelenian/Azilian","shell","marine13"
"537","La Riera","23","23","La Riera 23",10340,560,0.054,"10340±560","Ly-1646","U Magdalenian","bone","intcal13"
"538","La Riera","23","23","La Riera 23",12620,300,0.024,"12620±300","UCR-1274D","U Magdalenian","bone","intcal13"
"539","La Riera","24","24","La Riera 24",10890,430,0.039,"10890±430","GaK-6982","U Magdalenian","charcoal","intcal13"
"540","La Riera","24","24","La Riera 24",13530,35,0.003,"13530±35","UG-27525","U Magdalenian","bone","intcal13"
"541","La Riera","26","26","La Riera 26",11850,85,0.007,"11850±85","Q-2925","Final Magdelenian/Azilian","shell","marine13"
"542","La Riera","27 lower","27 lower","La Riera 27 lower",11390,70,0.006,"11390±70","Q-2935","Azilian","shell","marine13"
"543","La Riera","27 lower","27 lower","La Riera 27 lower",12270,400,0.033,"12270±400","UCR-1275D","Azilian/U Magdalenian","bone","intcal13"
"544","La Riera","27 lower","27 lower","La Riera 27 lower",14760,400,0.027,"14760±400","GaK-6985","Azilian/U Magdalenian","charcoal","intcal13"
"545","La Riera","27 upper","27 upper","La Riera 27 upper",10630,120,0.011,"10630±120","BM-1494","Azilian","bone","intcal13"
"546","La Riera","28","28","La Riera 28",9230,90,0.01,"9230±90","Q-2933","Asturian/Azilian?","shell","marine13"
"547","La Riera","29 lower","29 lower","La Riera 29 lower",8650,300,0.035,"8650±300","GaK-2909","Asturian","charcoal","intcal13"
"548","La Riera","29 upper","29 upper","La Riera 29 upper",6500,200,0.031,"6500±200","GaK-3046","flowstone","charcoal","intcal13"
"549","La Riera","4","4","La Riera 4",19710,120,0.006,"19710±120","OxA-X-2491","Upper Solutrean","tooth","intcal13"
"550","La Riera","4","4","La Riera 4",19873,90,0.005,"19873±90","OxA-27116","Upper Solutrean","shell","marine13"
"551","La Riera","4","4","La Riera 4",20970,620,0.03,"20970±620","GaK-6984","Upper Solutrean","charcoal","intcal13"
"552","La Riera","7","7","La Riera 7",20400,210,0.01,"20400±210","Q-2934","Upper Solutrean","shell","marine13"
"553","La Riera","8","8","La Riera 8",15860,330,0.021,"15860±330","GaK-6450","Upper Solutrean","charcoal","intcal13"
"554","La Riera","8","8","La Riera 8",20690,810,0.039,"20690±810","GaK-6981","Upper Solutrean","charcoal","intcal13"
"555","La Riera","conchero","conchero","La Riera conchero",7516,588,0.078,"7516±588","RIE-1","Asturian","AAR date","intcal13"
"556","La Trecha","conchero","conchero","La Trecha conchero",5430,70,0.013,"5430±70","URU-0050","post-Mesolithic",NA,"intcal13"
"557","La Trecha","conchero","conchero","La Trecha conchero",5600,310,0.055,"5600±310","URU-0051","post-Mesolithic",NA,"intcal13"
"558","La Trecha","zona 2 - conchero","zona 2 - conchero","La Trecha zona 2 - conchero",6240,100,0.016,"6240±100","URU-0039","Mesolithic","shell","marine13"
"559","La Trecha","zona 4/CC6/1","zona 4/CC6/1","La Trecha zona 4/CC6/1",7500,70,0.009,"7500±70","URU-0038","Mesolithic","shell","marine13"
"560","La Viña","IV","IV","La Viña IV",13300,150,0.011,"13300±150","Ly-3317","L Magdalenian","bone","intcal13"
